UlicaID;Ulica_Name;Dzielnica_Name;Miasto_Name
2658;Kocierzew południowy;Brak;Kocierzew południowy
13699;Kocierzew północny;Kocierzew północny;Kocierzew południowy
12678;Annopol;Annopol;Kock
17796;Kowale;Kowale;Kolbudy
22590;Zagranica;Zagranica;Kolbuszowa
23196;Pachuczyn;Pachuczyn;Kolno
1978;Koniecpol;Brak;Koniecpol
331;Konin;Brak;Konin
278922;11 listopada;Czarków;Konin
51930;Kijas;Kijas;Konopiska
3124;Konopnica;Brak;Konopnica
25557;Borowina;Borowina;Konstancin-jeziorna
10547;Konstancin-jeziorna;Brak;Konstancin-jeziorna
339000;Główna;Ul. Główna;Kornowac
34006;Koronowo;Brak;Koronowo
15675;Gościeradz;Gościeradz;Koronowo
307371;Różana;Gościeradz;Koronowo
22880;Osiedle awaryjne;Osiedle awaryjne;Koronowo
23863;Szumowo;Szumowo;Korycin
2566;Kosakowo;Brak;Kosakowo
398091;Zatokowa;Mechelinki;Kosakowo
13696;Pogórze;Pogórze;Kosakowo
8652;Buszkówiec;Buszkówiec;Kostrzyn
27683;Kostrzyn nad odrą;Brak;Kostrzyn nad odrą
389;Koszalin;Brak;Koszalin
316841;Żytnia;Sarzyno;Koszalin
296392;Eugeniusza kwiatkowskiego;Ul. Eugeniusza kwiatkowskiego;Koszalin
388984;Kardynała stefana wyszyńskiego;Ul. Kardynała stefana wyszyńskiego;Koszalin
494917;Zwycięstwa;Ul. Zwycięstwa;Koszalin
453225;Żwirowa;Ul. Żwirowa;Koszalin
17547;Pod halą;Pod halą;Koszarawa
44872;Jaksice;Jaksice;Koszyce
8447;Jagodne;Jagodne;Kotuń
13500;Łączka;Łączka;Kotuń
17789;Łęki;Łęki;Kotuń
432;Kowal;Brak;Kowal
16967;Szosa włocławska;Szosa włocławska;Kowal
11923;Adamów;Adamów;Kowala
16057;Kowalówka;Kowalówka;Kowala
20068;Parznice;Parznice;Kowala
24578;Borkowiny;Borkowiny;Kowale oleckie
17272;Zawady oleckie;Zawady oleckie;Kowale oleckie
1900;Koziegłowy;Brak;Koziegłowy
1890;Kozłów;Brak;Kozłów
21174;Przysieka;Przysieka;Kozłów
25958;Moczyły;Moczyły;Kołbaskowo
11728;Bocian;Bocian;Kołbiel
4430;Dorobna;Dorobna;Koło
18868;Kołobrzeg;Brak;Kołobrzeg
5583;Budzistowo;Budzistowo;Kołobrzeg
477349;Stare miasto;Budzistowo;Kołobrzeg
50669;Grzybowo;Grzybowo;Kołobrzeg
512190;Wincentego witosa;Ul. Wincentego witosa;Kołobrzeg
399423;Bałtycka;Śródmieście;Kołobrzeg
2009;Końskie;Brak;Końskie
20474;Nałęczów;Nałęczów;Końskie
92775;Długopolska;Długopolska;Kościelisko
16402;Wrotków;Wrotków;Koźmin wielkopolski
4843;Drwalewice;Drwalewice;Kożuchów
337;Kraków;Brak;Kraków
100360;Azory;Kraków-krowodrza;Kraków
383821;Bartosza głowackiego;Kraków-krowodrza;Kraków
79323;Bielany;Kraków-krowodrza;Kraków
72362;Bronowice małe;Kraków-krowodrza;Kraków
82886;Bronowice wielkie;Kraków-krowodrza;Kraków
491157;Bronowicka;Kraków-krowodrza;Kraków
430757;Feliksa szlachtowskiego;Kraków-krowodrza;Kraków
96506;Górka narodowa;Kraków-krowodrza;Kraków
463933;Henryka pachońskiego;Kraków-krowodrza;Kraków
441441;Jabłonkowska;Kraków-krowodrza;Kraków
529442;Józefa chełmońskiego;Kraków-krowodrza;Kraków
289726;Józefa friedleina;Kraków-krowodrza;Kraków
407425;Józefa wybickiego;Kraków-krowodrza;Kraków
100392;Krowodrza;Kraków-krowodrza;Kraków
403531;Lucjana rydla;Kraków-krowodrza;Kraków
100740;Nowa wieś;Kraków-krowodrza;Kraków
304049;Osiedle bronowice nowe;Kraków-krowodrza;Kraków
311766;Osiedle krowodrza górka;Kraków-krowodrza;Kraków
323617;Prądnicka;Kraków-krowodrza;Kraków
85909;Prądnik biały;Kraków-krowodrza;Kraków
277315;Pękowicka;Kraków-krowodrza;Kraków
94349;Zwierzyniec;Kraków-krowodrza;Kraków
75966;Łobzów;Kraków-krowodrza;Kraków
70029;Bieńczyce;Kraków-nowa huta;Kraków
94050;Czyżyny;Kraków-nowa huta;Kraków
287825;Gustawa morcinka;Kraków-nowa huta;Kraków
3279;Kraków-nowa huta;Kraków-nowa huta;Kraków
83978;Mistrzejowice;Kraków-nowa huta;Kraków
283294;Osiedle bohaterów września;Kraków-nowa huta;Kraków
291664;Romana ciesielskiego;Kraków-nowa huta;Kraków
354582;Adama bochenka;Kraków-podgórze;Kraków
407438;Agatowa;Kraków-podgórze;Kraków
531346;Anny szwed-śniadowskiej;Kraków-podgórze;Kraków
102676;Bieżanów;Kraków-podgórze;Kraków
105539;Bieżanów-Prokocim;Kraków-podgórze;Kraków
64571;Bonarka;Kraków-podgórze;Kraków
79690;Dębniki;Kraków-podgórze;Kraków
418168;Jana kantego federowicza;Kraków-podgórze;Kraków
387417;Komandosów;Kraków-podgórze;Kraków
93608;Ludwinów;Kraków-podgórze;Kraków
281428;Na ustroniu;Kraków-podgórze;Kraków
66540;Podgórze;Kraków-podgórze;Kraków
105391;Prokocim;Kraków-podgórze;Kraków
103400;Płaszów;Kraków-podgórze;Kraków
465056;Rydlówka;Kraków-podgórze;Kraków
542407;Saska;Kraków-podgórze;Kraków
65782;Skotniki;Kraków-podgórze;Kraków
78550;Swoszowice;Kraków-podgórze;Kraków
84402;Łagiewniki;Kraków-podgórze;Kraków
518372;Bonerowska;Kraków-śródmieście;Kraków
432589;Bosaków;Kraków-śródmieście;Kraków
466850;Bracka;Kraków-śródmieście;Kraków
403566;Grzegórzecka;Kraków-śródmieście;Kraków
63759;Grzegórzki;Kraków-śródmieście;Kraków
84473;Kleparz;Kraków-śródmieście;Kraków
376532;Mikołaja zyblikiewicza;Kraków-śródmieście;Kraków
342781;Na barciach;Kraków-śródmieście;Kraków
100628;Piasek;Kraków-śródmieście;Kraków
96066;Prądnik czerwony;Kraków-śródmieście;Kraków
86616;Stare miasto;Kraków-śródmieście;Kraków
383301;Wielopole;Kraków-śródmieście;Kraków
356710;Zenona klemensiewicza;Kraków-śródmieście;Kraków
39821;Tarnawce;Tarnawce;Krasiczyn
16370;Strażów;Strażów;Krasne
2016;Krasnopol;Brak;Krasnopol
19914;Perzanki-borek;Perzanki-borek;Krasnosielc
17837;Piachy;Piachy;Krasocin
20431;Seperacja;Seperacja;Krasocin
20242;Wola świdzińska;Wola świdzińska;Krasocin
3868;Głuszyna;Głuszyna;Kraszewice
62819;Dębki;Dębki;Krokowa
10800;Kłanino;Kłanino;Krokowa
3565;Krosno odrzańskie;Brak;Krosno odrzańskie
265740;Piastów;Ul. Piastów;Krosno odrzańskie
1087;Krościenko nad dunajcem;Brak;Krościenko nad dunajcem
22388;Wolanka;Wolanka;Krośnice
25867;Jankowice;Jankowice;Krośniewice
10000;Szubsk duży;Szubsk duży;Krośniewice
744;Krupski młyn;Brak;Krupski młyn
43602;Ziętek;Ziętek;Krupski młyn
92640;Sławsk górny;Sławsk górny;Kruszwica
437086;Spacerowa;Ul. Spacerowa;Krynica morska
5095;Krynica-zdrój;Brak;Krynica-zdrój
18915;Buczniki;Buczniki;Krynica-zdrój
2007;Krypno;Brak;Krypno
2000;Krzeszowice;Brak;Krzeszowice
20584;Krzeszowice;Brak;Krzeszowice
295019;Trzebińska;Ul. Trzebińska;Krzeszowice
372138;Lipowa;Wola filipowska;Krzeszowice
14795;Hiszpania;Hiszpania;Krzymów
2003;Krzyż wielkopolski;Brak;Krzyż wielkopolski
14764;Gołąbki;Gołąbki;Krzęcin
31414;Książki;Książki;Książki
20641;Szczytniki nad kaczawą;Szczytniki nad kaczawą;Kunice
29491;Kutno;Brak;Kutno
526335;Kasztanowa;Ul. Kasztanowa;Kutno
8619;Kuślin;Kuślin;Kuślin
22021;Jankowice;Jankowice;Kuźnia raciborska
7693;Baldram;Baldram;Kwidzyn
1932;Kórnik;Brak;Kórnik
14557;Szczytniki;Szczytniki;Kórnik
44452;Kępice;Brak;Kępice
438166;Jaśminowa;Ul. Jaśminowa;Kępno
12272;Ludwichowo;Ludwichowo;Kęsowo
269178;Rzepakowa;Piastoszyn;Kęsowo
17394;Cegielnia;Cegielnia;Kętrzyn
44398;Kruszewiec;Kruszewiec;Kętrzyn
84250;Czajki;Czajki;Kęty
50023;Działyń;Działyń;Kłecko
12920;Gózd;Gózd;Kłoczew
76;Kłodzki;Brak;Kłodzki
59744;Bystrzyca kłodzka;Bystrzyca kłodzka;Kłodzki
16491;Szklarka;Bystrzyca kłodzka;Kłodzki
21300;Wilkanów;Bystrzyca kłodzka;Kłodzki
17354;Ruszowice;Kłodzko;Kłodzki
5431;Stary wielisław;Kłodzko;Kłodzki
1224;Międzylesie;Międzylesie;Kłodzki
2018;Laskowa;Brak;Laskowa
26988;Legionowo;Brak;Legionowo
390;Legnica;Brak;Legnica
472726;Bieniowicka;Ul. Bieniowicka;Legnica
435000;Słoneczna;Ul. Słoneczna;Legnica
15379;Pustkowie;Pustkowie;Lelów
334260;Fredry;Ul. Fredry;Lesko
25087;Łączki;Łączki;Lesko
350;Leszno;Brak;Leszno
491468;Pl. jana metziga;Centrum;Leszno
410109;Zwycięstwa;Ul. Zwycięstwa;Leszno
47848;Lesznowola;Lesznowola;Lesznowola
23972;Worgule;Worgule;Leśna podlaska
3530;Kumów majoracki;Kumów majoracki;Leśniowice
14569;Lichnowy;Lichnowy;Lichnowy
12096;Bryńsk szlachecki;Bryńsk szlachecki;Lidzbark
13509;Jamielnik;Jamielnik;Lidzbark
14199;Będzin;Będzin;Lipiany
26730;Cisowa;Cisowa;Lipinki łużyckie
1987;Lipka;Brak;Lipka
15202;Boża pomoc;Boża pomoc;Lipno
24550;Lipno;Brak;Lipno
22210;Borowo;Borowo;Lipsko
24438;Rokitów;Rokitów;Lipsko
41869;Piekary;Piekary;Liszki
13133;Cetynia hołodowska;Cetynia hołodowska;Lubaczów
13242;Kolonia ustrońska;Kolonia ustrońska;Lubanie
19420;Prątnica;Prątnica;Lubawa
19838;Paczyn;Paczyn;Lubawka
17054;Rogowo;Rogowo;Lubicz
5925;Klonowo;Klonowo;Lubiewo
10538;Świerna;Świerna;Lubień kujawski
11937;Krzeczyn wielki;Krzeczyn wielki;Lubin
362;Lublin;Brak;Lublin
472728;Tomasza zana;Konstantynów;Lublin
279000;Wojciechowska;Konstantynów;Lublin
264280;Bukowa;Kośminek;Lublin
543454;Północna;Lemszczyzna;Lublin
100067;Sławin;Sławin;Lublin
343057;Cypriana godebskiego;Ul. Cypriana godebskiego;Lublin
513735;Józefa sowińskiego;Wieniawa;Lublin
545314;Weteranów;Wieniawa;Lublin
92304;Wieniawa;Wieniawa;Lublin
88757;Śródmieście;Śródmieście;Lublin
12644;Zofiówka;Zofiówka;Lubniewice
19216;Henryków;Henryków;Lubochnia
15211;Wronka;Wronka;Lubowidz
35286;Luboń;Brak;Luboń
490597;Aleja jana pawła ii;Lasek;Luboń
13246;Smolarnik;Smolarnik;Lubsza
15494;Brody;Brody;Lwówek
25084;Skorzynice;Skorzynice;Lwówek śląski
2337;Lyski;Brak;Lyski
469000;Łukowska;Lyski;Lyski
37659;Topolin;Topolin;Maciejowice
389000;Polna;Malanów;Malanów
15388;Malbork;Brak;Malbork
12222;Kawno;Kawno;Malechowo
19253;Sulechówko;Sulechówko;Malechowo
9714;Kopanino;Kopanino;Manowo
39349;Marki;Brak;Marki
518911;Duża;Ul. Duża;Marki
10693;Bartodzieje;Bartodzieje;Masłowice
22659;Okaliniec;Okaliniec;Miasteczko krajeńskie
14695;Węgorzynko;Węgorzynko;Miastko
13390;Cisówka;Cisówka;Michałowo
17368;Julianka;Julianka;Michałowo
5948;Dębówka;Dębówka;Michałów
25500;Rozpierzchów;Rozpierzchów;Miechów
18209;Trzciel-odbudowa;Trzciel-odbudowa;Miedzichowo
409090;Polna;Miedźno;Miedźno
822;Miejsce piastowe;Brak;Miejsce piastowe
10139;Wola chorzelowska;Wola chorzelowska;Mielec
502788;6 marca;Ul. 6 marca;Mielno
2706;Mikołajki;Brak;Mikołajki
58540;Mikołajki;Brak;Mikołajki
23912;Milówki;Milówki;Milówka
1964;Mirosławiec;Brak;Mirosławiec
7354;Przecznica;Przecznica;Mirsk
5239;Leśniczówka tychów;Leśniczówka tychów;Mirzec
46004;Trębowiec mały;Trębowiec mały;Mirzec
7978;Ministrówka;Ministrówka;Miączyn
9293;Białokoszyce;Chrzypsko wielkie;Międzychodzki
55977;Strzyżmin;Chrzypsko wielkie;Międzychodzki
52334;Papiernia;Międzychód;Międzychodzki
11773;Zielona chojna;Międzychód;Międzychodzki
4402;Międzyrzecz;Brak;Międzyrzecz
24063;Nietoperek;Nietoperek;Międzyrzecz
539680;Osiedle kasztelańskie;Osiedle kasztelańskie;Międzyrzecz
28440;Międzyzdroje;Brak;Międzyzdroje
12960;Grodno;Grodno;Międzyzdroje
382548;Bohaterów warszawy;Ul. Bohaterów warszawy;Międzyzdroje
25352;Wapnica;Wapnica;Międzyzdroje
50831;Paprotki;Paprotki;Miłki
2723;Miłoradz;Brak;Miłoradz
30211;Stok;Stok;Mniszków
42904;Zglenice małe;Zglenice małe;Mochowo
2014;Mogielnica;Brak;Mogielnica
31198;Marysin;Marysin;Mogielnica
1971;Mogilany;Brak;Mogilany
50950;Libertów;Libertów;Mogilany
52093;Mogilany;Mogilany;Mogilany
11596;Brzeziny;Brzeziny;Mokrsko
22902;Chotów;Chotów;Mokrsko
2004;Morawica;Brak;Morawica
20498;Stara wieś;Stara wieś;Mordy
18565;Bielin;Bielin;Moryń
6260;Borkowo;Borkowo;Morzeszczyn
17824;Jarosty;Jarosty;Moszczenica
12477;Pieńki sierosławskie;Pieńki sierosławskie;Moszczenica
325884;Aleja wojska polskiego;Ul. Aleja wojska polskiego;Mońki
29549;Szestno;Szestno;Mrągowo
2015;Mszana;Brak;Mszana
8574;Do kuca;Do kuca;Mszana dolna
12540;Kotówka;Kotówka;Mszana dolna
34886;Murowana goślina;Brak;Murowana goślina
15602;Łopata polska;Łopata polska;Muszyna
17301;Grabowa;Grabowa;Mykanów
473000;Reymonta;Ul. Reymonta;Myszków
43481;Myślenice;Brak;Myślenice
18347;Łęki;Łęki;Myślenice
29138;Strzemieczne-hieronimy;Strzemieczne-hieronimy;Młynarze
9474;Wieszki;Wieszki;Nakło nad notecią
4831;Smarchowice wielkie;Smarchowice wielkie;Namysłów
37278;Winniki;Winniki;Namysłów
3826;Łączany;Łączany;Namysłów
20478;Cimochy;Cimochy;Narew
11074;Radźki;Radźki;Narew
20591;Pręty;Pręty;Narewka
5015;Piła;Piła;Narol
46425;Podlesina;Podlesina;Narol
26047;Jackowo włościańskie;Jackowo włościańskie;Nasielsk
32346;Nowiny;Nowiny;Nasielsk
15145;Pianowo-folwark;Pianowo-folwark;Nasielsk
19695;Psucin;Psucin;Nasielsk
10257;Dzierzgów;Dzierzgów;Nieborów
13808;Niechlów;Niechlów;Niechlów
12489;Antolka;Antolka;Niegowa
2022;Niemce;Brak;Niemce
29624;Niepołomice;Brak;Niepołomice
55170;Nowa dęba;Brak;Nowa dęba
2002;Nowa karczma;Brak;Nowa karczma
53688;Nowa sarzyna;Brak;Nowa sarzyna
37277;Hucisko;Hucisko;Nowa słupia
457;Nowa wieś lęborska;Brak;Nowa wieś lęborska
1218;Nowe miasto nad pilicą;Brak;Nowe miasto nad pilicą
9253;Waliska;Waliska;Nowe miasto nad pilicą
12280;Nowa wieś;Nowa wieś;Nowe ostrowy
12733;Stokowisko;Stokowisko;Nowe piekuty
1638;Nowiny;Brak;Nowiny
11926;Grabowce górne;Grabowce górne;Nowodwór
11497;Wierzchy;Wierzchy;Nowogard
8360;Rokitno;Rokitno;Nowogródek pomorski
28081;Dubaśno;Dubaśno;Nowy dwór
7827;Nowy dwór gdański;Brak;Nowy dwór gdański
3489;Kępiny małe;Kępiny małe;Nowy dwór gdański
303675;Gen. władysława sikorskiego;Ul. Gen. władysława sikorskiego;Nowy dwór gdański
54915;Nowy dwór mazowiecki;Brak;Nowy dwór mazowiecki
1742;Nowy korczyn;Brak;Nowy korczyn
8435;Górnowola;Górnowola;Nowy korczyn
16900;Stary korczyn;Stary korczyn;Nowy korczyn
9572;Zamoście;Zamoście;Nowy korczyn
7416;Trępnowy;Trępnowy;Nowy staw
394;Nowy sącz;Brak;Nowy sącz
517806;1 pułku strzelców podhalańskich;Grodzkie;Nowy sącz
364000;Stanisława witkacego;Ul. Stanisława witkacego;Nowy sącz
4180;Mała lipka;Mała lipka;Nowy tomyśl
1977;Nurzec-stacja;Brak;Nurzec-stacja
8171;Kotowice;Kotowice;Oborniki śląskie
30816;Zawały;Zawały;Obrowo
9243;Wola obszańska;Wola obszańska;Obsza
7335;Wysokin;Wysokin;Odrzywół
95561;Górki;Górki;Oksa
39088;Olecko;Brak;Olecko
55780;Kucoby;Kucoby;Olesno
32905;Kuźnica borecka;Kuźnica borecka;Olesno
6344;Ligęzów;Ligęzów;Olesno
16795;Oleśnica;Brak;Oleśnica
25632;Smolna;Smolna;Oleśnica
22940;Spalice;Spalice;Oleśnica
313518;Mikołaja reja;Ul. Mikołaja reja;Oleśnica
24687;Wszechświęte;Wszechświęte;Oleśnica
31441;Olkusz;Brak;Olkusz
13729;Czarny las;Czarny las;Olkusz
15014;Białobrzeg bliższy;Białobrzeg bliższy;Olszewo-borki
9009;Chojniki;Chojniki;Olszewo-borki
302008;Łubinowa;Kruki;Olszewo-borki
385;Olsztyn;Brak;Olsztyn
27489;Olsztyn;Brak;Olsztyn
425000;Dąbrowszczaków;Centrum;Olsztyn
280313;Marii dąbrowskiej;Pieczewo;Olsztyn
366950;Marii zientary-malewskiej;Ul. Marii zientary-malewskiej;Olsztyn
485787;Pana tadeusza;Ul. Pana tadeusza;Olsztyn
57382;Olsztynek;Brak;Olsztynek
8026;Waszeta;Waszeta;Olsztynek
780;Opinogóra górna;Brak;Opinogóra górna
335;Opole;Brak;Opole
105600;Centrum;Centrum;Opole
316786;Oleska;Gosławice;Opole
93992;Kolonia gosławicka;Kolonia gosławicka;Opole
100488;Zaodrze;Zaodrze;Opole
499382;Tadeusza kościuszki;Śródmieście;Opole
18200;Puszno godowskie;Puszno godowskie;Opole lubelskie
5151;Grotowice;Grotowice;Oporów
59052;Stanisławów;Stanisławów;Oporów
3851;Głucha puszcza;Głucha puszcza;Orchowo
16579;Orla;Orla;Orla
12809;Wałsnów;Wałsnów;Orońsko
21071;Bukowa;Bukowa;Osiek
4232;Długołęka;Długołęka;Osiek
14779;Nowa wieś;Nowa wieś;Osiek mały
7029;Plebanki;Plebanki;Osiek mały
1999;Osielsko;Brak;Osielsko
4933;Niemcz;Niemcz;Osielsko
21647;Osięciny-wieś;Osięciny-wieś;Osięciny
42743;Ostrowiec świętokrzyski;Brak;Ostrowiec świętokrzyski
73588;Stawki;Stawki;Ostrowiec świętokrzyski
423015;Stanisława moniuszki;Ul. Stanisława moniuszki;Ostrowiec świętokrzyski
431820;Śliska;Ul. Śliska;Ostrowiec świętokrzyski
332;Ostrołęka;Brak;Ostrołęka
328507;"Gen. augusta emila fieldorfa \nila""";"Ul. Gen. augusta emila fieldorfa \nila""";Ostrołęka
483107;"Ppłk. łukasza cieplińskiego \pługa""";"Ul. Ppłk. łukasza cieplińskiego \pługa""";Ostrołęka
93600;Gostynka;Gostynka;Ostrzeszów
193;Ostródzki;Brak;Ostródzki
10895;Grunwald;Grunwald;Ostródzki
8157;Leśnica;Małdyty;Ostródzki
648;Miłomłyn;Miłomłyn;Ostródzki
56928;Ruś;Morąg;Ostródzki
19154;Ostróda;Ostróda;Ostródzki
332606;Turystyczna;Ostróda;Ostródzki
12845;Żuławki;Ostróda;Ostródzki
1753;Ostrów mazowiecka;Brak;Ostrów mazowiecka
17366;Kuskowizna;Kuskowizna;Ostrów mazowiecka
6959;Ostrów wielkopolski;Brak;Ostrów wielkopolski
319560;Igora newerlego;Ul. Igora newerlego;Ostrów wielkopolski
397857;Zębcowska;Ul. Zębcowska;Ostrów wielkopolski
510340;Grunwaldzka;Wenecja;Ostrów wielkopolski
24398;Dębiec;Dębiec;Ostrówek
1981;Otmuchów;Brak;Otmuchów
7619;Kijów;Kijów;Otmuchów
11617;Otwock;Brak;Otwock
17166;Modrzyca;Modrzyca;Otyń
12782;Janików;Janików;Oława
20438;Radachów;Radachów;Ośno lubuskie
13097;Oświęcim;Brak;Oświęcim
17439;Chropań;Chropań;Oświęcim
301069;Fryderyka chopina;Ul. Fryderyka chopina;Oświęcim
11467;Grochocice-kolonia;Grochocice-kolonia;Ożarów
13000;Szczury;Szczury;Ożarów
539000;Promienna;Ul. Promienna;Pabianice
439902;Stanisława wyspiańskiego;Ul. Stanisława wyspiańskiego;Pabianice
16374;Domacyny;Domacyny;Padew narodowa
21068;Pierzchne;Pierzchne;Padew narodowa
400686;Boczna;Prusinowice;Pakosławice
14673;Kamienica;Kamienica;Paszowice
39855;Osiębórz;Osiębórz;Paszowice
9621;Nowy cieszyn;Nowy cieszyn;Pasłęk
29487;Pawłowice;Pawłowice;Pawłowice
19108;Pawłowiczki;Pawłowiczki;Pawłowiczki
6102;Lignowy szlacheckie;Lignowy szlacheckie;Pelplin
32846;Osnówka;Osnówka;Perlejewo
12674;Twarogi lackie;Twarogi lackie;Perlejewo
13285;Domasłów;Domasłów;Perzów
379000;Werbeny;Bogatki;Piaseczno
51330;Piaseczno;Brak;Piaseczno
358550;Jana pawła ii;Centrum;Piaseczno
9200;Bystrzejowice trzecie;Bystrzejowice trzecie;Piaski
18316;Kębłów;Kębłów;Piaski
8193;Podrzecze;Podrzecze;Piaski
15946;Talary;Talary;Piaski
8153;Taniecznica;Taniecznica;Piaski
31411;Krutyński piecek;Krutyński piecek;Piecki
4649;Łętowo;Łętowo;Piecki
25458;Kamionki;Kamionki;Piekoszów
18469;Pieniężno;Brak;Pieniężno
605;Pierzchnica;Brak;Pierzchnica
52752;Pietrowice wielkie;Pietrowice wielkie;Pietrowice wielkie
448;Pieńsk;Brak;Pieńsk
396011;Powstańców;Stanica;Pilchowice
7500;Szyce;Szyce;Pilica
2011;Pilzno;Brak;Pilzno
25000;Jedlnia;Jedlnia;Pionki
18695;Sokoły;Sokoły;Pionki
36630;Piotrków kujawski;Brak;Piotrków kujawski
411270;Dworcowa;Ul. Dworcowa;Piotrków kujawski
11556;Łabędzin;Łabędzin;Piotrków kujawski
38558;Maldanin;Maldanin;Pisz
9482;Nowy cydzyn;Nowy cydzyn;Piątnica
24662;Piła;Brak;Piła
482066;Staromiejska;Śródmieście;Piła
38633;Pińczów;Brak;Pińczów
3835;Krzywda;Krzywda;Pińczów
26141;Wola zagojska dolna;Wola zagojska dolna;Pińczów
427977;Staromiejski;Brak;Pl. Staromiejski
42076;Chłopków;Chłopków;Platerów
10632;Czuchów;Czuchów;Platerów
40920;Górki;Górki;Platerów
10967;Zaborze;Zaborze;Platerów
2709;Pniewy;Brak;Pniewy
52880;Stefanowo;Stefanowo;Pniewy
10769;Tomaszówka;Tomaszówka;Pniewy
11941;Kołatka;Kołatka;Pobiedziska
17938;Mazury;Mazury;Poczesna
7134;Antonina;Antonina;Poddębice
1915;Polanka wielka;Brak;Polanka wielka
9357;Łysówka;Łysówka;Polanka wielka
424908;Przyjaźni;Ul. Przyjaźni;Police
6732;Biały ług;Biały ług;Policzna
1973;Poniec;Brak;Poniec
18273;Rdzuchów;Rdzuchów;Potworów
3000;Potęgowo;Brak;Potęgowo
33188;Potęgowo;Potęgowo;Potęgowo
8387;Nowy harsz;Nowy harsz;Pozezdrze
13963;Pieczarki;Pieczarki;Pozezdrze
370;Poznań;Brak;Poznań
71426;Grunwald;Poznań-grunwald;Poznań
464979;Jawornicka;Poznań-grunwald;Poznań
499000;Jesienna;Poznań-grunwald;Poznań
64652;Junikowo;Poznań-grunwald;Poznań
428555;Mikołaja kopernika;Poznań-grunwald;Poznań
394477;Międzyborska;Poznań-grunwald;Poznań
362305;Piotra ściegiennego;Poznań-grunwald;Poznań
401393;Rembertowska;Poznań-grunwald;Poznań
486344;Świerzawska;Poznań-grunwald;Poznań
380685;Jasielska;Poznań-jeżyce;Poznań
76294;Jeżyce;Poznań-jeżyce;Poznań
317205;Jeżycka;Poznań-jeżyce;Poznań
354873;Kościelna;Poznań-jeżyce;Poznań
88034;Ogrody;Poznań-jeżyce;Poznań
86327;Podolany;Poznań-jeżyce;Poznań
273587;Wojska polskiego;Poznań-jeżyce;Poznań
91462;Główna;Poznań-nowe miasto;Poznań
345908;Jagiellońskie;Poznań-nowe miasto;Poznań
344135;Lecha;Poznań-nowe miasto;Poznań
311420;Lwa;Poznań-nowe miasto;Poznań
304781;Piastowskie;Poznań-nowe miasto;Poznań
98527;Piotrowo;Poznań-nowe miasto;Poznań
68566;Rataje;Poznań-nowe miasto;Poznań
292581;Wagrowska;Poznań-nowe miasto;Poznań
69877;Zawady;Poznań-nowe miasto;Poznań
66434;Śródka;Poznań-nowe miasto;Poznań
513981;Bielicowa;Poznań-stare miasto;Poznań
81795;Naramowice;Poznań-stare miasto;Poznań
342778;Pod lipami;Poznań-stare miasto;Poznań
403586;Sielawy;Poznań-stare miasto;Poznań
75768;Stare miasto;Poznań-stare miasto;Poznań
536157;Teofila mateckiego;Poznań-stare miasto;Poznań
71358;Winogrady;Poznań-stare miasto;Poznań
282625;Władysława jagiełły;Poznań-stare miasto;Poznań
83498;Wilda;Poznań-wilda;Poznań
19834;Maśnik;Maśnik;Połaniec
41595;Kłokowo;Kłokowo;Połczyn-zdrój
11969;Stare resko;Stare resko;Połczyn-zdrój
15390;Nowy cygów;Nowy cygów;Poświętne
5635;Pietkowo;Pietkowo;Poświętne
48109;Kozieł;Kozieł;Praszka
24532;Rosochy;Rosochy;Praszka
52521;Piekary;Piekary;Proszowice
38923;Pększyn;Pększyn;Prusice
452193;Bajki;Rotmanka;Pruszcz gdański
5525;Rotmanka;Rotmanka;Pruszcz gdański
395407;Plutona;Straszyn;Pruszcz gdański
398876;Starogardzka;Straszyn;Pruszcz gdański
24348;Pruszków;Brak;Pruszków
418445;Bolesława prusa;Ul. Bolesława prusa;Pruszków
446733;Ludwika waryńskiego;Ul. Ludwika waryńskiego;Pruszków
333284;Michała drzymały;Ul. Michała drzymały;Pruszków
5345;Nowa brda;Nowa brda;Przechlewo
2021;Przemyśl;Brak;Przemyśl
32981;Górsko;Górsko;Przemęt
9316;Mielno;Mielno;Przewóz
26213;Szarłata;Szarłata;Przodkowo
15524;Janków przygodzki;Janków przygodzki;Przygodzice
29006;Przytoczna;Przytoczna;Przytoczna
7400;Rudzina;Rudzina;Przywidz
312000;Orla;Pszczew;Pszczew
4844;Celbowo;Celbowo;Puck
388990;Polna;Ul. Polna;Puck
17149;Przykopiec;Przykopiec;Purda
13412;Leokadiów;Leokadiów;Puławy
55028;Piskorów;Piskorów;Puławy
44225;Pułtusk;Brak;Pułtusk
23332;Widugiery;Widugiery;Puńsk
16111;Brodnia-kolonia;Brodnia-kolonia;Pęczniew
12024;Jazy;Jazy;Płaska
338;Płock;Brak;Płock
265189;Monte cassino;Ul. Monte cassino;Płock
42378;Płoniawy-bramura;Płoniawy-bramura;Płoniawy-bramura
15203;Płoniawy-kolonia;Płoniawy-kolonia;Płoniawy-bramura
15340;Płoty;Brak;Płoty
8278;Pruszyn;Pruszyn;Płońsk
299026;Czeremchy;Ul. Czeremchy;Płońsk
448284;Magnolii;Ul. Magnolii;Płońsk
40751;Racibórz;Brak;Racibórz
457567;Kazimierza malczewskiego;Ul. Kazimierza malczewskiego;Racibórz
19886;Krajkowo;Krajkowo;Raciąż
